Call Id,Agent,Date,Time,Topic,Answered (Y/N),Resolved,Speed of answer in seconds,AvgTalkDuration,Satisfaction rating,AvgTalkSeconds,Hour
ID4223,Stewart,2021-03-16,1900-01-01 09:46:05,Streaming,Y,Y,112.0,1900-01-01 00:05:47,2.0,347.0,9
ID4224,Greg,2021-03-16,1900-01-01 09:46:05,Streaming,Y,Y,113.0,1900-01-01 00:03:26,5.0,206.0,9
ID4225,Dan,2021-03-16,1900-01-01 10:09:07,Admin Support,Y,Y,95.0,1900-01-01 00:04:00,4.0,240.0,10
ID4226,Joe,2021-03-16,1900-01-01 10:09:07,Streaming,Y,Y,40.0,1900-01-01 00:03:15,3.0,195.0,10
ID4227,Dan,2021-03-16,1900-01-01 10:10:34,Streaming,Y,Y,106.0,1900-01-01 00:06:52,3.0,412.0,10
ID4228,Greg,2021-03-16,1900-01-01 10:10:34,Payment related,Y,Y,38.0,1900-01-01 00:03:33,3.0,213.0,10
ID4229,Martha,2021-03-16,1900-01-01 10:23:31,Contract related,N,N,,,,,10
ID4230,Greg,2021-03-16,1900-01-01 10:23:31,Streaming,Y,Y,61.0,1900-01-01 00:04:00,3.0,240.0,10
ID4231,Dan,2021-03-16,1900-01-01 10:23:31,Admin Support,N,N,,,,,10
ID4232,Joe,2021-03-16,1900-01-01 10:23:31,Streaming,N,N,,,,,10
ID4233,Martha,2021-03-16,1900-01-01 10:35:02,Streaming,N,N,,,,,10
ID4234,Jim,2021-03-16,1900-01-01 10:35:02,Admin Support,Y,Y,70.0,1900-01-01 00:04:11,1.0,251.0,10
ID4235,Becky,2021-03-16,1900-01-01 11:12:29,Technical Support,N,N,,,,,11
ID4236,Dan,2021-03-16,1900-01-01 11:12:29,Streaming,N,N,,,,,11
ID4237,Stewart,2021-03-16,1900-01-01 11:44:10,Technical Support,Y,Y,56.0,1900-01-01 00:05:36,4.0,336.0,11
ID4238,Stewart,2021-03-16,1900-01-01 11:44:10,Streaming,Y,Y,26.0,1900-01-01 00:06:11,4.0,371.0,11
ID4239,Diane,2021-03-16,1900-01-01 12:21:36,Technical Support,Y,Y,11.0,1900-01-01 00:03:06,4.0,186.0,12
ID4240,Greg,2021-03-16,1900-01-01 12:21:36,Payment related,Y,Y,22.0,1900-01-01 00:06:31,1.0,391.0,12
ID4241,Jim,2021-03-16,1900-01-01 12:43:12,Streaming,Y,Y,33.0,1900-01-01 00:06:40,3.0,400.0,12
ID4242,Stewart,2021-03-16,1900-01-01 12:43:12,Streaming,Y,Y,58.0,1900-01-01 00:01:06,4.0,66.0,12
ID4243,Greg,2021-03-16,1900-01-01 12:48:58,Contract related,Y,Y,72.0,1900-01-01 00:05:47,3.0,347.0,12
ID4244,Greg,2021-03-16,1900-01-01 12:48:58,Payment related,Y,Y,63.0,1900-01-01 00:05:27,5.0,327.0,12
ID4245,Diane,2021-03-16,1900-01-01 13:04:48,Streaming,Y,Y,52.0,1900-01-01 00:03:32,4.0,212.0,13
ID4246,Joe,2021-03-16,1900-01-01 13:04:48,Streaming,N,N,,,,,13
ID4247,Stewart,2021-03-16,1900-01-01 13:16:19,Technical Support,Y,Y,106.0,1900-01-01 00:05:31,5.0,331.0,13
ID4248,Diane,2021-03-16,1900-01-01 13:16:19,Admin Support,Y,Y,26.0,1900-01-01 00:06:34,3.0,394.0,13
ID4249,Diane,2021-03-16,1900-01-01 13:29:17,Payment related,Y,Y,76.0,1900-01-01 00:03:29,5.0,209.0,13
ID4250,Stewart,2021-03-16,1900-01-01 13:29:17,Technical Support,Y,Y,45.0,1900-01-01 00:06:29,5.0,389.0,13
ID4251,Martha,2021-03-16,1900-01-01 13:32:10,Contract related,N,N,,,,,13
ID4252,Dan,2021-03-16,1900-01-01 13:32:10,Payment related,Y,Y,61.0,1900-01-01 00:01:30,3.0,90.0,13
ID4253,Greg,2021-03-16,1900-01-01 13:56:38,Technical Support,N,N,,,,,13
ID4254,Dan,2021-03-16,1900-01-01 13:56:38,Contract related,Y,N,38.0,1900-01-01 00:04:55,2.0,295.0,13
ID4255,Jim,2021-03-16,1900-01-01 14:09:36,Contract related,Y,Y,19.0,1900-01-01 00:02:13,4.0,133.0,14
ID4256,Joe,2021-03-16,1900-01-01 14:09:36,Streaming,Y,Y,15.0,1900-01-01 00:03:03,4.0,183.0,14
ID4257,Becky,2021-03-16,1900-01-01 14:13:55,Streaming,Y,Y,90.0,1900-01-01 00:04:55,3.0,295.0,14
ID4258,Stewart,2021-03-16,1900-01-01 14:13:55,Admin Support,Y,Y,99.0,1900-01-01 00:01:04,3.0,64.0,14
ID4259,Becky,2021-03-16,1900-01-01 14:13:55,Contract related,Y,Y,18.0,1900-01-01 00:01:56,5.0,116.0,14
ID4260,Jim,2021-03-16,1900-01-01 14:13:55,Payment related,Y,Y,65.0,1900-01-01 00:02:35,4.0,155.0,14
ID4261,Martha,2021-03-16,1900-01-01 14:25:26,Admin Support,Y,Y,91.0,1900-01-01 00:05:37,4.0,337.0,14
ID4262,Jim,2021-03-16,1900-01-01 14:25:26,Streaming,Y,Y,95.0,1900-01-01 00:02:04,4.0,124.0,14
ID4263,Jim,2021-03-16,1900-01-01 14:34:05,Streaming,Y,Y,87.0,1900-01-01 00:04:44,4.0,284.0,14
ID4264,Dan,2021-03-16,1900-01-01 14:34:05,Payment related,Y,Y,71.0,1900-01-01 00:06:01,3.0,361.0,14
ID4265,Jim,2021-03-16,1900-01-01 15:21:36,Admin Support,Y,Y,74.0,1900-01-01 00:03:04,5.0,184.0,15
ID4266,Jim,2021-03-16,1900-01-01 15:21:36,Technical Support,Y,Y,28.0,1900-01-01 00:05:05,4.0,305.0,15
ID4267,Joe,2021-03-16,1900-01-01 15:40:19,Contract related,Y,Y,101.0,1900-01-01 00:02:53,3.0,173.0,15
ID4268,Martha,2021-03-16,1900-01-01 15:40:19,Contract related,N,N,,,,,15
ID4269,Martha,2021-03-16,1900-01-01 15:43:12,Payment related,Y,Y,90.0,1900-01-01 00:04:48,3.0,288.0,15
ID4270,Joe,2021-03-16,1900-01-01 15:43:12,Contract related,Y,Y,76.0,1900-01-01 00:04:56,5.0,296.0,15
ID4271,Diane,2021-03-16,1900-01-01 16:00:29,Payment related,N,N,,,,,16
ID4272,Joe,2021-03-16,1900-01-01 16:00:29,Contract related,Y,N,20.0,1900-01-01 00:01:19,5.0,79.0,16
ID4273,Becky,2021-03-16,1900-01-01 16:13:26,Contract related,Y,N,26.0,1900-01-01 00:06:19,3.0,379.0,16
ID4274,Stewart,2021-03-16,1900-01-01 16:13:26,Contract related,Y,Y,53.0,1900-01-01 00:01:12,3.0,72.0,16
ID4275,Greg,2021-03-16,1900-01-01 16:36:29,Contract related,Y,Y,26.0,1900-01-01 00:02:57,4.0,177.0,16
ID4276,Joe,2021-03-16,1900-01-01 16:36:29,Payment related,Y,Y,66.0,1900-01-01 00:03:42,3.0,222.0,16
ID4277,Dan,2021-03-16,1900-01-01 17:09:36,Payment related,Y,N,105.0,1900-01-01 00:05:32,4.0,332.0,17
ID4278,Diane,2021-03-16,1900-01-01 17:09:36,Admin Support,Y,Y,111.0,1900-01-01 00:01:13,3.0,73.0,17
ID4279,Martha,2021-03-16,1900-01-01 17:49:55,Contract related,Y,Y,26.0,1900-01-01 00:06:30,1.0,390.0,17
ID4280,Jim,2021-03-16,1900-01-01 17:49:55,Contract related,N,N,,,,,17
ID4281,Stewart,2021-03-17,1900-01-01 09:05:46,Payment related,Y,N,50.0,1900-01-01 00:02:52,4.0,172.0,9
ID4282,Dan,2021-03-17,1900-01-01 09:05:46,Streaming,Y,Y,57.0,1900-01-01 00:06:06,5.0,366.0,9
ID4283,Jim,2021-03-17,1900-01-01 09:43:12,Technical Support,Y,Y,26.0,1900-01-01 00:01:19,5.0,79.0,9
ID4284,Greg,2021-03-17,1900-01-01 09:43:12,Admin Support,Y,Y,104.0,1900-01-01 00:06:58,1.0,418.0,9
ID4285,Becky,2021-03-17,1900-01-01 10:59:31,Technical Support,Y,Y,93.0,1900-01-01 00:05:21,1.0,321.0,10
ID4286,Jim,2021-03-17,1900-01-01 10:59:31,Technical Support,Y,Y,108.0,1900-01-01 00:02:05,3.0,125.0,10
ID4287,Martha,2021-03-17,1900-01-01 11:25:26,Streaming,Y,Y,42.0,1900-01-01 00:02:22,5.0,142.0,11
ID4288,Martha,2021-03-17,1900-01-01 11:25:26,Technical Support,N,N,,,,,11
ID4289,Jim,2021-03-17,1900-01-01 11:44:10,Admin Support,Y,Y,94.0,1900-01-01 00:05:17,5.0,317.0,11
ID4290,Dan,2021-03-17,1900-01-01 11:44:10,Contract related,Y,Y,74.0,1900-01-01 00:03:05,3.0,185.0,11
ID4291,Diane,2021-03-17,1900-01-01 12:43:12,Contract related,Y,Y,117.0,1900-01-01 00:02:21,5.0,141.0,12
ID4292,Dan,2021-03-17,1900-01-01 12:43:12,Admin Support,N,N,,,,,12
ID4293,Martha,2021-03-17,1900-01-01 13:01:55,Payment related,Y,Y,49.0,1900-01-01 00:00:54,1.0,54.0,13
ID4294,Diane,2021-03-17,1900-01-01 13:01:55,Streaming,Y,Y,23.0,1900-01-01 00:04:40,3.0,280.0,13
ID4295,Joe,2021-03-17,1900-01-01 13:24:58,Streaming,N,N,,,,,13
ID4296,Martha,2021-03-17,1900-01-01 13:24:58,Streaming,Y,Y,84.0,1900-01-01 00:02:16,5.0,136.0,13
ID4297,Martha,2021-03-17,1900-01-01 13:58:05,Payment related,Y,Y,69.0,1900-01-01 00:01:19,1.0,79.0,13
ID4298,Diane,2021-03-17,1900-01-01 13:58:05,Technical Support,Y,Y,25.0,1900-01-01 00:04:44,3.0,284.0,13
ID4299,Becky,2021-03-17,1900-01-01 14:00:58,Payment related,N,N,,,,,14
ID4300,Martha,2021-03-17,1900-01-01 14:00:58,Technical Support,N,N,,,,,14
ID4301,Greg,2021-03-17,1900-01-01 14:19:41,Payment related,Y,Y,34.0,1900-01-01 00:04:33,4.0,273.0,14
ID4302,Joe,2021-03-17,1900-01-01 14:19:41,Streaming,Y,N,45.0,1900-01-01 00:03:45,1.0,225.0,14
ID4303,Martha,2021-03-17,1900-01-01 14:21:07,Streaming,N,N,,,,,14
ID4304,Dan,2021-03-17,1900-01-01 14:21:07,Payment related,Y,Y,29.0,1900-01-01 00:01:50,5.0,110.0,14
ID4305,Jim,2021-03-17,1900-01-01 15:17:17,Technical Support,Y,Y,26.0,1900-01-01 00:03:15,4.0,195.0,15
ID4306,Diane,2021-03-17,1900-01-01 15:17:17,Streaming,Y,Y,115.0,1900-01-01 00:04:28,4.0,268.0,15
ID4307,Martha,2021-03-17,1900-01-01 15:47:31,Payment related,Y,Y,78.0,1900-01-01 00:04:08,3.0,248.0,15
ID4308,Jim,2021-03-17,1900-01-01 15:47:31,Streaming,Y,N,41.0,1900-01-01 00:04:11,3.0,251.0,15
ID4309,Diane,2021-03-17,1900-01-01 16:20:38,Contract related,Y,Y,21.0,1900-01-01 00:02:26,5.0,146.0,16
ID4310,Dan,2021-03-17,1900-01-01 16:20:38,Streaming,N,N,,,,,16
ID4311,Martha,2021-03-17,1900-01-01 16:22:05,Streaming,Y,Y,47.0,1900-01-01 00:04:30,5.0,270.0,16
ID4312,Jim,2021-03-17,1900-01-01 16:22:05,Payment related,Y,N,98.0,1900-01-01 00:05:59,2.0,359.0,16
ID4313,Joe,2021-03-17,1900-01-01 16:42:14,Contract related,N,N,,,,,16
ID4314,Martha,2021-03-17,1900-01-01 16:42:14,Payment related,Y,Y,51.0,1900-01-01 00:04:34,4.0,274.0,16
ID4315,Becky,2021-03-17,1900-01-01 16:46:34,Streaming,Y,Y,70.0,1900-01-01 00:05:35,4.0,335.0,16
ID4316,Diane,2021-03-17,1900-01-01 16:46:34,Contract related,Y,Y,58.0,1900-01-01 00:06:20,2.0,380.0,16
ID4317,Jim,2021-03-17,1900-01-01 16:52:19,Technical Support,N,N,,,,,16
ID4318,Greg,2021-03-17,1900-01-01 16:52:19,Admin Support,N,N,,,,,16
ID4319,Greg,2021-03-17,1900-01-01 17:12:29,Streaming,Y,Y,39.0,1900-01-01 00:03:54,5.0,234.0,17
ID4320,Joe,2021-03-17,1900-01-01 17:12:29,Payment related,Y,Y,55.0,1900-01-01 00:03:25,1.0,205.0,17
ID4321,Diane,2021-03-17,1900-01-01 17:13:55,Contract related,Y,Y,80.0,1900-01-01 00:03:05,3.0,185.0,17
ID4322,Dan,2021-03-17,1900-01-01 17:13:55,Payment related,Y,Y,68.0,1900-01-01 00:03:29,4.0,209.0,17
ID4323,Diane,2021-03-17,1900-01-01 17:24:00,Technical Support,Y,Y,96.0,1900-01-01 00:02:14,3.0,134.0,17
ID4324,Greg,2021-03-17,1900-01-01 17:24:00,Payment related,Y,Y,32.0,1900-01-01 00:03:48,3.0,228.0,17
ID4325,Stewart,2021-03-17,1900-01-01 17:26:53,Admin Support,N,N,,,,,17
ID4326,Diane,2021-03-17,1900-01-01 17:26:53,Streaming,Y,Y,90.0,1900-01-01 00:01:53,3.0,113.0,17
ID4327,Dan,2021-03-17,1900-01-01 17:48:29,Streaming,Y,Y,108.0,1900-01-01 00:03:15,4.0,195.0,17
ID4328,Stewart,2021-03-17,1900-01-01 17:48:29,Technical Support,Y,N,120.0,1900-01-01 00:05:34,4.0,334.0,17
ID4329,Dan,2021-03-17,1900-01-01 18:00:00,Contract related,Y,Y,21.0,1900-01-01 00:04:39,5.0,279.0,18
ID4330,Greg,2021-03-17,1900-01-01 18:00:00,Contract related,N,N,,,,,18
ID4331,Martha,2021-03-18,1900-01-01 09:14:24,Payment related,Y,N,59.0,1900-01-01 00:02:47,4.0,167.0,9
ID4332,Stewart,2021-03-18,1900-01-01 09:14:24,Admin Support,Y,Y,14.0,1900-01-01 00:05:22,3.0,322.0,9
ID4333,Joe,2021-03-18,1900-01-01 09:21:36,Contract related,N,N,,,,,9
ID4334,Stewart,2021-03-18,1900-01-01 09:21:36,Streaming,Y,Y,57.0,1900-01-01 00:00:44,3.0,44.0,9
ID4335,Dan,2021-03-18,1900-01-01 10:32:10,Streaming,Y,Y,123.0,1900-01-01 00:04:04,3.0,244.0,10
ID4336,Dan,2021-03-18,1900-01-01 10:32:10,Streaming,Y,Y,71.0,1900-01-01 00:05:41,3.0,341.0,10
ID4337,Stewart,2021-03-18,1900-01-01 10:56:38,Contract related,Y,N,71.0,1900-01-01 00:04:16,3.0,256.0,10
ID4338,Martha,2021-03-18,1900-01-01 10:56:38,Technical Support,Y,Y,41.0,1900-01-01 00:06:22,3.0,382.0,10
ID4339,Dan,2021-03-18,1900-01-01 11:38:24,Contract related,N,N,,,,,11
ID4340,Martha,2021-03-18,1900-01-01 11:38:24,Technical Support,Y,Y,80.0,1900-01-01 00:05:43,4.0,343.0,11
ID4341,Stewart,2021-03-18,1900-01-01 12:02:53,Payment related,N,N,,,,,12
ID4342,Greg,2021-03-18,1900-01-01 12:02:53,Payment related,Y,Y,57.0,1900-01-01 00:01:12,2.0,72.0,12
ID4343,Stewart,2021-03-18,1900-01-01 12:30:14,Streaming,Y,Y,17.0,1900-01-01 00:02:39,3.0,159.0,12
ID4344,Martha,2021-03-18,1900-01-01 12:30:14,Admin Support,Y,Y,93.0,1900-01-01 00:04:47,5.0,287.0,12
ID4345,Greg,2021-03-18,1900-01-01 12:51:50,Payment related,Y,Y,13.0,1900-01-01 00:00:43,3.0,43.0,12
ID4346,Stewart,2021-03-18,1900-01-01 12:51:50,Payment related,Y,Y,64.0,1900-01-01 00:01:42,4.0,102.0,12
ID4347,Stewart,2021-03-18,1900-01-01 13:36:29,Technical Support,Y,Y,98.0,1900-01-01 00:01:50,5.0,110.0,13
ID4348,Greg,2021-03-18,1900-01-01 13:36:29,Technical Support,Y,N,83.0,1900-01-01 00:02:28,2.0,148.0,13
ID4349,Martha,2021-03-18,1900-01-01 13:49:26,Streaming,Y,N,116.0,1900-01-01 00:06:18,5.0,378.0,13
ID4350,Becky,2021-03-18,1900-01-01 13:49:26,Streaming,Y,Y,104.0,1900-01-01 00:00:46,2.0,46.0,13
ID4351,Martha,2021-03-18,1900-01-01 14:02:24,Streaming,Y,Y,83.0,1900-01-01 00:05:34,5.0,334.0,14
ID4352,Martha,2021-03-18,1900-01-01 14:02:24,Admin Support,Y,Y,26.0,1900-01-01 00:06:48,4.0,408.0,14
ID4353,Diane,2021-03-18,1900-01-01 14:25:26,Admin Support,Y,Y,47.0,1900-01-01 00:00:36,2.0,36.0,14
ID4354,Jim,2021-03-18,1900-01-01 14:25:26,Contract related,N,N,,,,,14
ID4355,Dan,2021-03-18,1900-01-01 14:41:17,Admin Support,N,N,,,,,14
ID4356,Joe,2021-03-18,1900-01-01 14:41:17,Technical Support,Y,N,34.0,1900-01-01 00:03:07,4.0,187.0,14
ID4357,Becky,2021-03-18,1900-01-01 14:52:48,Technical Support,Y,Y,65.0,1900-01-01 00:03:42,5.0,222.0,14
ID4358,Diane,2021-03-18,1900-01-01 14:52:48,Streaming,Y,Y,54.0,1900-01-01 00:06:19,3.0,379.0,14
ID4359,Joe,2021-03-18,1900-01-01 14:52:48,Technical Support,Y,Y,108.0,1900-01-01 00:05:15,4.0,315.0,14
ID4360,Jim,2021-03-18,1900-01-01 14:52:48,Contract related,Y,Y,114.0,1900-01-01 00:04:42,4.0,282.0,14
ID4361,Jim,2021-03-18,1900-01-01 15:48:58,Admin Support,Y,Y,109.0,1900-01-01 00:02:59,3.0,179.0,15
ID4362,Jim,2021-03-18,1900-01-01 15:48:58,Streaming,Y,Y,115.0,1900-01-01 00:03:35,3.0,215.0,15
ID4363,Joe,2021-03-18,1900-01-01 16:03:22,Streaming,Y,Y,125.0,1900-01-01 00:04:07,3.0,247.0,16
ID4364,Joe,2021-03-18,1900-01-01 16:03:22,Technical Support,Y,Y,116.0,1900-01-01 00:03:19,4.0,199.0,16
ID4365,Greg,2021-03-18,1900-01-01 16:16:19,Admin Support,Y,Y,12.0,1900-01-01 00:02:51,3.0,171.0,16
ID4366,Becky,2021-03-18,1900-01-01 16:16:19,Streaming,Y,Y,96.0,1900-01-01 00:02:14,5.0,134.0,16
ID4367,Diane,2021-03-18,1900-01-01 16:30:43,Streaming,Y,Y,13.0,1900-01-01 00:05:17,5.0,317.0,16
ID4368,Jim,2021-03-18,1900-01-01 16:30:43,Payment related,N,N,,,,,16
ID4369,Jim,2021-03-18,1900-01-01 16:58:05,Contract related,Y,Y,96.0,1900-01-01 00:06:22,3.0,382.0,16
ID4370,Greg,2021-03-18,1900-01-01 16:58:05,Payment related,N,N,,,,,16
ID4371,Dan,2021-03-18,1900-01-01 17:08:10,Streaming,Y,Y,37.0,1900-01-01 00:05:55,3.0,355.0,17
ID4372,Stewart,2021-03-18,1900-01-01 17:08:10,Technical Support,Y,Y,45.0,1900-01-01 00:06:15,4.0,375.0,17
ID4373,Becky,2021-03-18,1900-01-01 17:22:34,Streaming,Y,Y,44.0,1900-01-01 00:02:44,5.0,164.0,17
ID4374,Greg,2021-03-18,1900-01-01 17:22:34,Contract related,N,N,,,,,17
ID4375,Martha,2021-03-18,1900-01-01 17:26:53,Contract related,Y,Y,65.0,1900-01-01 00:03:19,3.0,199.0,17
ID4376,Martha,2021-03-18,1900-01-01 17:26:53,Streaming,Y,Y,48.0,1900-01-01 00:02:07,4.0,127.0,17
ID4377,Stewart,2021-03-18,1900-01-01 17:41:17,Technical Support,Y,Y,119.0,1900-01-01 00:02:34,1.0,154.0,17
ID4378,Jim,2021-03-18,1900-01-01 17:41:17,Contract related,Y,N,102.0,1900-01-01 00:05:16,3.0,316.0,17
ID4379,Stewart,2021-03-19,1900-01-01 09:15:50,Contract related,Y,Y,30.0,1900-01-01 00:05:10,5.0,310.0,9
ID4380,Joe,2021-03-19,1900-01-01 09:15:50,Payment related,Y,Y,51.0,1900-01-01 00:05:19,1.0,319.0,9
ID4381,Jim,2021-03-19,1900-01-01 09:47:31,Contract related,N,N,,,,,9
ID4382,Becky,2021-03-19,1900-01-01 09:47:31,Technical Support,Y,Y,39.0,1900-01-01 00:05:10,5.0,310.0,9
ID4383,Becky,2021-03-19,1900-01-01 10:03:22,Payment related,Y,Y,102.0,1900-01-01 00:05:27,2.0,327.0,10
ID4384,Stewart,2021-03-19,1900-01-01 10:03:22,Payment related,Y,Y,112.0,1900-01-01 00:00:40,3.0,40.0,10
ID4385,Becky,2021-03-19,1900-01-01 10:14:53,Payment related,N,N,,,,,10
ID4386,Martha,2021-03-19,1900-01-01 10:14:53,Technical Support,Y,Y,42.0,1900-01-01 00:04:36,5.0,276.0,10
ID4387,Greg,2021-03-19,1900-01-01 11:12:29,Admin Support,Y,Y,87.0,1900-01-01 00:01:28,3.0,88.0,11
ID4388,Becky,2021-03-19,1900-01-01 11:12:29,Payment related,N,N,,,,,11
ID4389,Becky,2021-03-19,1900-01-01 11:13:55,Contract related,Y,Y,123.0,1900-01-01 00:02:32,3.0,152.0,11
ID4390,Stewart,2021-03-19,1900-01-01 11:13:55,Payment related,N,N,,,,,11
ID4391,Dan,2021-03-19,1900-01-01 11:29:46,Contract related,Y,Y,98.0,1900-01-01 00:01:26,3.0,86.0,11
ID4392,Jim,2021-03-19,1900-01-01 11:29:46,Streaming,Y,Y,45.0,1900-01-01 00:00:39,4.0,39.0,11
ID4393,Stewart,2021-03-19,1900-01-01 12:14:24,Payment related,Y,Y,50.0,1900-01-01 00:02:14,3.0,134.0,12
ID4394,Joe,2021-03-19,1900-01-01 12:14:24,Payment related,Y,Y,102.0,1900-01-01 00:04:30,4.0,270.0,12
ID4395,Diane,2021-03-19,1900-01-01 12:27:22,Admin Support,Y,Y,93.0,1900-01-01 00:02:12,1.0,132.0,12
ID4396,Stewart,2021-03-19,1900-01-01 12:27:22,Admin Support,Y,Y,28.0,1900-01-01 00:05:27,3.0,327.0,12
ID4397,Jim,2021-03-19,1900-01-01 12:59:02,Payment related,N,N,,,,,12
ID4398,Martha,2021-03-19,1900-01-01 12:59:02,Streaming,N,N,,,,,12
ID4399,Joe,2021-03-19,1900-01-01 12:59:02,Technical Support,Y,N,123.0,1900-01-01 00:00:46,4.0,46.0,12
ID4400,Greg,2021-03-19,1900-01-01 12:59:02,Admin Support,Y,Y,112.0,1900-01-01 00:04:09,4.0,249.0,12
ID4401,Stewart,2021-03-19,1900-01-01 13:07:41,Contract related,Y,Y,12.0,1900-01-01 00:01:16,3.0,76.0,13
ID4402,Dan,2021-03-19,1900-01-01 13:07:41,Contract related,Y,Y,107.0,1900-01-01 00:06:01,4.0,361.0,13
ID4403,Diane,2021-03-19,1900-01-01 13:55:12,Technical Support,Y,Y,97.0,1900-01-01 00:03:38,2.0,218.0,13
ID4404,Joe,2021-03-19,1900-01-01 13:55:12,Contract related,N,N,,,,,13
ID4405,Joe,2021-03-19,1900-01-01 14:18:14,Admin Support,N,N,,,,,14
ID4406,Diane,2021-03-19,1900-01-01 14:18:14,Admin Support,Y,Y,98.0,1900-01-01 00:06:47,4.0,407.0,14
ID4407,Jim,2021-03-19,1900-01-01 15:21:36,Streaming,Y,Y,96.0,1900-01-01 00:05:49,2.0,349.0,15
ID4408,Diane,2021-03-19,1900-01-01 15:21:36,Payment related,N,N,,,,,15
ID4409,Joe,2021-03-19,1900-01-01 15:24:29,Payment related,Y,Y,60.0,1900-01-01 00:01:17,1.0,77.0,15
ID4410,Joe,2021-03-19,1900-01-01 15:24:29,Contract related,Y,Y,115.0,1900-01-01 00:04:56,3.0,296.0,15
ID4411,Martha,2021-03-19,1900-01-01 15:28:48,Contract related,Y,Y,86.0,1900-01-01 00:02:17,4.0,137.0,15
ID4412,Martha,2021-03-19,1900-01-01 15:28:48,Payment related,Y,Y,99.0,1900-01-01 00:02:10,2.0,130.0,15
ID4413,Greg,2021-03-19,1900-01-01 15:34:34,Admin Support,Y,N,55.0,1900-01-01 00:03:31,4.0,211.0,15
ID4414,Joe,2021-03-19,1900-01-01 15:34:34,Streaming,Y,N,100.0,1900-01-01 00:01:32,2.0,92.0,15
ID4415,Becky,2021-03-19,1900-01-01 16:27:50,Contract related,Y,Y,101.0,1900-01-01 00:01:24,4.0,84.0,16
ID4416,Joe,2021-03-19,1900-01-01 16:27:50,Payment related,Y,Y,105.0,1900-01-01 00:06:19,5.0,379.0,16
ID4417,Stewart,2021-03-19,1900-01-01 16:33:36,Payment related,N,N,,,,,16
ID4418,Greg,2021-03-19,1900-01-01 16:33:36,Contract related,Y,Y,47.0,1900-01-01 00:06:54,4.0,414.0,16
ID4419,Greg,2021-03-19,1900-01-01 16:43:41,Admin Support,Y,Y,123.0,1900-01-01 00:02:40,3.0,160.0,16
ID4420,Jim,2021-03-19,1900-01-01 16:43:41,Streaming,Y,N,108.0,1900-01-01 00:04:39,3.0,279.0,16
ID4421,Stewart,2021-03-20,1900-01-01 09:05:46,Admin Support,N,N,,,,,9
ID4422,Martha,2021-03-20,1900-01-01 09:05:46,Technical Support,Y,Y,35.0,1900-01-01 00:01:07,5.0,67.0,9
ID4423,Jim,2021-03-20,1900-01-01 09:57:36,Technical Support,Y,Y,80.0,1900-01-01 00:03:07,5.0,187.0,9
ID4424,Dan,2021-03-20,1900-01-01 09:57:36,Technical Support,Y,Y,16.0,1900-01-01 00:02:55,5.0,175.0,9
ID4425,Dan,2021-03-20,1900-01-01 10:17:46,Admin Support,Y,Y,102.0,1900-01-01 00:06:15,3.0,375.0,10
ID4426,Stewart,2021-03-20,1900-01-01 10:17:46,Streaming,N,N,,,,,10
ID4427,Joe,2021-03-20,1900-01-01 10:19:12,Streaming,Y,Y,111.0,1900-01-01 00:06:16,3.0,376.0,10
ID4428,Becky,2021-03-20,1900-01-01 10:19:12,Payment related,Y,Y,81.0,1900-01-01 00:04:45,4.0,285.0,10
ID4429,Diane,2021-03-20,1900-01-01 10:42:14,Contract related,N,N,,,,,10
ID4430,Martha,2021-03-20,1900-01-01 10:42:14,Technical Support,Y,Y,32.0,1900-01-01 00:00:36,5.0,36.0,10
ID4431,Dan,2021-03-20,1900-01-01 11:12:29,Payment related,N,N,,,,,11
ID4432,Diane,2021-03-20,1900-01-01 11:12:29,Streaming,Y,Y,52.0,1900-01-01 00:03:14,3.0,194.0,11
ID4433,Martha,2021-03-20,1900-01-01 11:25:26,Technical Support,Y,Y,112.0,1900-01-01 00:03:11,5.0,191.0,11
ID4434,Becky,2021-03-20,1900-01-01 11:25:26,Technical Support,Y,Y,30.0,1900-01-01 00:06:15,3.0,375.0,11
ID4435,Becky,2021-03-20,1900-01-01 11:47:02,Admin Support,Y,Y,91.0,1900-01-01 00:01:59,1.0,119.0,11
ID4436,Greg,2021-03-20,1900-01-01 11:47:02,Streaming,Y,Y,53.0,1900-01-01 00:05:15,3.0,315.0,11
ID4437,Becky,2021-03-20,1900-01-01 11:55:41,Contract related,N,N,,,,,11
ID4438,Diane,2021-03-20,1900-01-01 11:55:41,Contract related,N,N,,,,,11
ID4439,Jim,2021-03-20,1900-01-01 12:12:58,Technical Support,Y,Y,40.0,1900-01-01 00:05:02,3.0,302.0,12
ID4440,Diane,2021-03-20,1900-01-01 12:12:58,Contract related,Y,Y,45.0,1900-01-01 00:05:46,5.0,346.0,12
ID4441,Jim,2021-03-20,1900-01-01 12:24:29,Streaming,N,N,,,,,12
ID4442,Stewart,2021-03-20,1900-01-01 12:24:29,Admin Support,Y,Y,89.0,1900-01-01 00:03:37,2.0,217.0,12
ID4443,Becky,2021-03-20,1900-01-01 13:07:41,Technical Support,Y,Y,24.0,1900-01-01 00:01:50,5.0,110.0,13
ID4444,Diane,2021-03-20,1900-01-01 13:07:41,Technical Support,Y,Y,76.0,1900-01-01 00:05:04,3.0,304.0,13
ID4445,Greg,2021-03-20,1900-01-01 13:12:00,Streaming,Y,Y,27.0,1900-01-01 00:04:17,2.0,257.0,13
